airport_id,name,city,country,iata,icao,latitude,longitude,altitude,timezone,dst,timezone_name
1153,Château-Thierry - Belleau Airfield,Chateau-Thierry,France,,LFFH,49.0672,3.35694,728,1,E,Europe/Paris
1154,Fontaine Airport,Belfort,France,BOR,LFSQ,47.655601501465,7.0108299255371,1208,1,E,Europe/Paris
1155,La Ferté Alais Airfield,La Ferte Alais,France,,LFFQ,48.498652,2.338867,453,1,E,Europe/Paris
1156,Podgorica Airport,Podgorica,Montenegro,TGD,LYPG,42.359402,19.2519,141,1,E,Europe/Podgorica
1157,Tivat Airport,Tivat,Montenegro,TIV,LYTV,42.4047012329102,18.7233009338379,20,1,E,Europe/Podgorica
1158,České Budějovice Airport,Ceske Budejovice,Czech Republic,,LKCS,48.9463996887207,14.4274997711182,1417,1,E,Europe/Prague
1159,Čáslav Air Base,Caslav,Czech Republic,,LKCV,49.9397010803223,15.381799697876,794,1,E,Europe/Prague
1160,Hradec Králové Airport,Hradec Kralove,Czech Republic,,LKHK,50.253201,15.8452,791,1,E,Europe/Prague
1161,Hořovice Airport,Horovice,Czech Republic,,LKHV,49.8480987548828,13.893500328064,1214,1,E,Europe/Prague
1162,Kbely Air Base,Praha,Czech Republic,,LKKB,50.1213989257813,14.5436000823975,939,1,E,Europe/Prague
1163,Kunovice Airport,Kunovice,Czech Republic,UHE,LKKU,49.0293998718262,17.4396991729736,581,1,E,Europe/Prague
1164,Karlovy Vary International Airport,Karlovy Vary,Czech Republic,KLV,LKKV,50.2029991149902,12.914999961853,1989,1,E,Europe/Prague
1165,Plzeň-Líně Airport,Line,Czech Republic,,LKLN,49.675201416016,13.274600028992,1188,1,E,Europe/Prague
1166,Mnichovo Hradiště Airport,Mnichovo Hradiste,Czech Republic,,LKMH,50.5401992797852,15.0066003799438,800,1,E,Europe/Prague
1167,Ostrava Leos Janáček Airport,Ostrava,Czech Republic,OSR,LKMT,49.6963005065918,18.1110992431641,844,1,E,Europe/Prague
1168,Náměšť Air Base,Namest,Czech Republic,,LKNA,49.1657981872559,16.1249008178711,1548,1,E,Europe/Prague
1169,Pardubice Airport,Pardubice,Czech Republic,PED,LKPD,50.0134010314941,15.7385997772217,741,1,E,Europe/Prague
1170,Pribram Airport,Pribram,Czech Republic,,LKPM,49.7201,14.1006,1529,1,E,Europe/Prague
1171,Přerov Air Base,Prerov,Czech Republic,PRV,LKPO,49.4258003234863,17.4046993255615,676,1,E,Europe/Prague
1172,Václav Havel Airport Prague,Prague,Czech Republic,PRG,LKPR,50.1008,14.26,1247,1,E,Europe/Prague
1173,Brno-Tuřany Airport,Brno,Czech Republic,BRQ,LKTB,49.1512985229492,16.6944007873535,778,1,E,Europe/Prague
1174,Vodochody Airport,Vodochody,Czech Republic,VOD,LKVO,50.216599,14.3958,919,1,E,Europe/Prague
1175,Sazená Airport,Sazena,Czech Republic,,LKSZ,50.3246994019,14.2588996887,761,1,E,Europe/Prague
1176,Benešov Airport,Benesov,Czech Republic,,LKBE,49.7407989501953,14.644700050354,1319,1,U,Europe/Prague
1177,Roudnice Airport,Roudnice nad Lebem,Czech Republic,,LKRO,50.41059875,14.2261,732,1,E,Europe/Prague
1178,Usti Nad Labem Airfield,Usti Nad Labem,Czech Republic,,LKUL,50.699699,13.9697,791,1,E,Europe/Prague
1179,Letiště Vysoké Mýto,Vysoke Myto,Czech Republic,,LKVM,49.926899,16.185801,991,1,E,Europe/Prague
1180,Klatovy Airport,Klatovy,Czech Republic,,LKKT,49.4183006286621,13.3219003677368,1299,1,E,Europe/Prague
1181,Bubovice Airport,Bubovice,Czech Republic,,LKBU,49.9743995666504,14.1780996322632,1401,1,E,Europe/Prague
1182,Liepāja International Airport,Liepaja,Latvia,LPX,EVLA,56.5175018310547,21.0969009399414,16,2,E,Europe/Riga
1183,Riga International Airport,Riga,Latvia,RIX,EVRA,56.9235992431641,23.9710998535156,36,2,E,Europe/Riga
1184,Ventspils International Airport,Ventspils,Latvia,VNT,EVVA,57.35779953,21.5442008972,19,2,E,Europe/Riga
1185,Amendola Air Base,Amendola,Italy,,LIBA,41.541401,15.7181,183,1,E,Europe/Rome
1186,Crotone Airport,Crotone,Italy,CRV,LIBC,38.9972,17.0802,522,1,E,Europe/Rome
1187,Bari Karol Wojtyła Airport,Bari,Italy,BRI,LIBD,41.138901,16.760599,177,1,E,Europe/Rome
1188,"Foggia ""Gino Lisa"" Airport",Foggia,Italy,FOG,LIBF,41.432899,15.535,265,1,E,Europe/Rome
1189,"Taranto-Grottaglie ""Marcello Arlotta"" Airport",Grottaglie,Italy,TAR,LIBG,40.517502,17.4032,215,1,E,Europe/Rome
1190,Lecce Galatina Air Base,Lecce,Italy,LCC,LIBN,40.239201,18.133301,156,1,E,Europe/Rome
1191,Pescara International Airport,Pescara,Italy,PSR,LIBP,42.431702,14.1811,48,1,E,Europe/Rome
1192,Brindisi – Salento Airport,Brindisi,Italy,BDS,LIBR,40.6576,17.947001,47,1,E,Europe/Rome
1193,Gioia Del Colle Air Base,Gioia Del Colle,Italy,,LIBV,40.767799,16.9333,1187,1,E,Europe/Rome
1194,Lamezia Terme Airport,Lamezia,Italy,SUF,LICA,38.905399,16.2423,39,1,E,Europe/Rome
1195,Catania-Fontanarossa Airport,Catania,Italy,CTA,LICC,37.466801,15.0664,39,1,E,Europe/Rome
1196,Lampedusa Airport,Lampedusa,Italy,LMP,LICD,35.497898,12.6181,70,1,E,Europe/Rome
1197,Pantelleria Airport,Pantelleria,Italy,PNL,LICG,36.816502,11.9689,628,1,E,Europe/Rome
1198,Falcone–Borsellino Airport,Palermo,Italy,PMO,LICJ,38.175999,13.091,65,1,E,Europe/Rome
1199,Palermo-Boccadifalco Airport,Palermo,Italy,,LICP,38.110802,13.3133,345,1,E,Europe/Rome
1200,Reggio Calabria Airport,Reggio Calabria,Italy,REG,LICR,38.071201,15.6516,96,1,E,Europe/Rome
1201,Vincenzo Florio Airport Trapani-Birgi,Trapani,Italy,TPS,LICT,37.9114,12.488,25,1,E,Europe/Rome
1202,Sigonella Navy Air Base,Sigonella,Italy,NSY,LICZ,37.401699,14.9224,79,1,E,Europe/Rome
1203,Alghero-Fertilia Airport,Alghero,Italy,AHO,LIEA,40.632099,8.29077,87,1,E,Europe/Rome
1204,Decimomannu Air Base,Decimomannu,Italy,DCI,LIED,39.354198,8.97248,100,1,E,Europe/Rome
1205,Cagliari Elmas Airport,Cagliari,Italy,CAG,LIEE,39.251499,9.05428,13,1,E,Europe/Rome
1206,Olbia Costa Smeralda Airport,Olbia,Italy,OLB,LIEO,40.898701,9.51763,37,1,E,Europe/Rome
1207,Tortolì Airport,Tortoli,Italy,TTB,LIET,39.9188,9.68298,23,1,E,Europe/Rome
1208,Torino-Aeritalia Airport,Turin,Italy,,LIMA,45.086399,7.60337,943,1,E,Europe/Rome
1209,Milano-Bresso Airfield,Milano,Italy,,LIMB,45.542198,9.20333,484,1,E,Europe/Rome
1210,Malpensa International Airport,Milano,Italy,MXP,LIMC,45.6306,8.72811,768,1,E,Europe/Rome
1211,Il Caravaggio International Airport,Bergamo,Italy,BGY,LIME,45.673901,9.70417,782,1,E,Europe/Rome
1212,Turin Airport,Torino,Italy,TRN,LIMF,45.200802,7.64963,989,1,E,Europe/Rome
1213,Villanova D'Albenga International Airport,Albenga,Italy,ALL,LIMG,44.050598,8.12743,148,1,E,Europe/Rome
1214,Genoa Cristoforo Colombo Airport,Genoa,Italy,GOA,LIMJ,44.4133,8.8375,13,1,E,Europe/Rome
1215,Milano Linate Airport,Milan,Italy,LIN,LIML,45.445099,9.27674,353,1,E,Europe/Rome
1216,Cameri Air Base [MIL],Cameri,Italy,,LIMN,45.529598,8.66922,586,1,E,Europe/Rome
1217,Parma Airport,Parma,Italy,PMF,LIMP,44.824501,10.2964,161,1,E,Europe/Rome
1218,Piacenza San Damiano Air Base,Piacenza,Italy,,LIMS,44.913102,9.723322,456,1,E,Europe/Rome
1219,Cuneo International Airport,Cuneo,Italy,CUF,LIMZ,44.547001,7.62322,1267,1,E,Europe/Rome
1220,Aviano Air Base,Aviano,Italy,AVB,LIPA,46.031898,12.596503,410,1,E,Europe/Rome
1221,Bolzano Airport,Bolzano,Italy,BZO,LIPB,46.460201,11.3264,789,1,E,Europe/Rome
1222,Cervia Air Base,Cervia,Italy,,LIPC,44.224201,12.3072,18,1,E,Europe/Rome
1223,Bologna Guglielmo Marconi Airport,Bologna,Italy,BLQ,LIPE,44.5354,11.2887,123,1,E,Europe/Rome
1224,Treviso-Sant'Angelo Airport,Treviso,Italy,TSF,LIPH,45.648399,12.1944,59,1,E,Europe/Rome
1225,Rivolto Air Base,Rivolto,Italy,,LIPI,45.978699,13.0493,179,1,E,Europe/Rome
1226,Forlì Airport,Forli,Italy,FRL,LIPK,44.194801,12.0701,97,1,E,Europe/Rome
1227,Ghedi Air Base,Ghedi,Italy,,LIPL,45.432201,10.2677,333,1,E,Europe/Rome
1228,Verona-Boscomantico Airport,Verona,Italy,,LIPN,45.472,10.9279,286,1,E,Europe/Rome
1229,Brescia Airport,Brescia,Italy,VBS,LIPO,45.428902,10.3306,355,1,E,Europe/Rome
1230,Trieste–Friuli Venezia Giulia Airport,Ronchi De Legionari,Italy,TRS,LIPQ,45.827499,13.4722,39,1,E,Europe/Rome
1231,Federico Fellini International Airport,Rimini,Italy,RMI,LIPR,44.020302,12.6117,40,1,E,Europe/Rome
1232,Istrana Air Base,Treviso,Italy,,LIPS,45.684898,12.0829,137,1,E,Europe/Rome
1233,Vicenza Airport,Vicenza,Italy,VIC,LIPT,45.573399,11.5295,128,1,E,Europe/Rome
1234,Padova Airport,Padova,Italy,QPA,LIPU,45.395802,11.8479,44,1,E,Europe/Rome
1235,Verona Villafranca Airport,Villafranca,Italy,VRN,LIPX,45.395699,10.8885,239,1,E,Europe/Rome
1236,Venice Marco Polo Airport,Venice,Italy,VCE,LIPZ,45.505299,12.3519,7,1,E,Europe/Rome
1237,Siena-Ampugnano Airport,Siena,Italy,SAY,LIQS,43.256302,11.255,634,1,E,Europe/Rome
1238,Ciampino–G. B. Pastine International Airport,Rome,Italy,CIA,LIRA,41.7994,12.5949,427,1,E,Europe/Rome
1239,Pratica Di Mare Air Base,Pratica Di Mare,Italy,,LIRE,41.654499,12.4452,41,1,E,Europe/Rome
1240,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,FCO,LIRF,41.8002778,12.2388889,13,1,E,Europe/Rome
1241,Guidonia Air Base,Guidonia,Italy,,LIRG,41.990299,12.7408,289,1,E,Europe/Rome
1242,Marina Di Campo Airport,Marina Di Campo,Italy,EBA,LIRJ,42.7603,10.2394,31,1,E,Europe/Rome
1243,Latina Air Base,Latina,Italy,QLT,LIRL,41.5424,12.909,94,1,E,Europe/Rome
1244,Grazzanise Air Base,Grazzanise,Italy,,LIRM,41.060799,14.0819,29,1,E,Europe/Rome
1245,Naples International Airport,Naples,Italy,NAP,LIRN,40.886002,14.2908,294,1,E,Europe/Rome
1246,Pisa International Airport,Pisa,Italy,PSA,LIRP,43.683899,10.3927,6,1,E,Europe/Rome
1247,Peretola Airport,Florence,Italy,FLR,LIRQ,43.810001,11.2051,142,1,E,Europe/Rome
1248,Grosseto Air Base,Grosseto,Italy,GRS,LIRS,42.759701,11.0719,17,1,E,Europe/Rome
1249,Urbe Airport,Rome,Italy,,LIRU,41.9519,12.4989,55,1,E,Europe/Rome
1250,Viterbo Airport,Viterbo,Italy,,LIRV,42.430199,12.0642,992,1,E,Europe/Rome
1251,Perugia San Francesco d'Assisi – Umbria International Airport,Perugia,Italy,PEG,LIRZ,43.095901,12.5132,697,1,E,Europe/Rome
1252,Ancona Falconara Airport,Ancona,Italy,AOI,LIPY,43.616299,13.3623,49,1,E,Europe/Rome
1253,Aosta Airport,Aosta,Italy,AOT,LIMW,45.738499,7.36872,1791,1,E,Europe/Rome
1254,Salerno Costa d'Amalfi Airport,Salerno,Italy,QSR,LIRI,40.620399,14.9113,119,1,E,Europe/Rome
1255,Venice-Lido Airport,Venice,Italy,,LIPV,45.428299,12.3881,13,1,E,Europe/Rome
1256,Oristano-Fenosu Airport,Oristano,Italy,FNU,LIER,39.895308,8.642661,36,1,E,Europe/Rome
1257,Como (Idroscalo - Water Ad) Hidroport,Como,Italy,,LILY,45.814701,9.06972,663,1,E,Europe/Rome
1258,Comiso Airport,Comiso,Italy,CIY,LICB,36.994601,14.607182,623,1,E,Europe/Rome
1259,Astrakhan Airport,Astrakhan,Russia,ASF,URWA,46.2832984924,48.0063018799,-65,4,N,Europe/Samara
1260,Kurumoch International Airport,Samara,Russia,KUF,UWWW,53.504901885986,50.16429901123,477,4,N,Europe/Samara
1261,Izhevsk Airport,Izhevsk,Russia,IJK,USII,56.8280982971191,53.4575004577637,531,4,N,Europe/Samara
1262,Ulyanovsk East Airport,Ulyanovsk,Russia,ULY,UWLW,54.4010009765625,48.8027000427246,252,4,N,Europe/Samara
1263,Ulyanovsk Baratayevka Airport,Ulyanovsk,Russia,ULV,UWLL,54.2682991028,48.2266998291,463,4,N,Europe/Samara
1264,Mostar International Airport,Mostar,Bosnia and Herzegovina,OMO,LQMO,43.282901763916,17.8458995819092,156,1,E,Europe/Sarajevo
1265,Sarajevo International Airport,Sarajevo,Bosnia and Herzegovina,SJJ,LQSA,43.8246002197266,18.3314990997314,1708,1,E,Europe/Sarajevo
1266,Banja Luka International Airport,Banja Luka,Bosnia and Herzegovina,BNX,LQBK,44.9413986206055,17.2975006103516,400,1,E,Europe/Sarajevo
1267,Tuzla International Airport,,Bosnia and Herzegovina,TZL,LQTZ,44.4586982727051,18.7248001098633,784,1,E,Europe/Sarajevo
1268,Simferopol International Airport,Simferopol,Ukraine,SIP,UKFF,45.0522003173828,33.9751014709473,639,3,E,Europe/Simferopol
1269,Belbek Airport,Sevastopol,Ukraine,UKS,UKFB,44.688999176,33.5709991455,344,3,U,Europe/Simferopol
1270,Kerch Airport,Kerch,Ukraine,KHC,UKFK,45.372501373291,36.4014015197754,171,3,E,Europe/Simferopol
1271,Ohrid St. Paul the Apostle Airport,Ohrid,Macedonia,OHD,LWOH,41.18,20.7423,2313,1,E,Europe/Skopje
1272,Skopje Alexander the Great Airport,Skopje,Macedonia,SKP,LWSK,41.961601,21.621401,781,1,E,Europe/Skopje
1273,Burgas Airport,Bourgas,Bulgaria,BOJ,LBBG,42.5695991516113,27.5151996612549,135,2,E,Europe/Sofia
1274,Gorna Oryahovitsa Airport,Gorna Orechovica,Bulgaria,GOZ,LBGO,43.1514015197754,25.7129001617432,285,2,E,Europe/Sofia
1275,Plovdiv International Airport,Plovdiv,Bulgaria,PDV,LBPD,42.067799,24.8508,597,2,E,Europe/Sofia
1276,Sofia Airport,Sofia,Bulgaria,SOF,LBSF,42.6966934204102,23.4114360809326,1742,2,E,Europe/Sofia
1277,Stara Zagora Airport,Stara Zagora,Bulgaria,SZR,LBSZ,42.3766667,25.655,558,2,E,Europe/Sofia
1278,Varna Airport,Varna,Bulgaria,VAR,LBWN,43.232101,27.8251,230,2,E,Europe/Sofia
1279,Malmen Air Base,Linkoeping,Sweden,,ESCF,58.4023017883301,15.5256996154785,308,1,E,Europe/Stockholm
1280,Bråvalla Air Base,Norrkoeping,Sweden,,ESCK,58.6109008789063,16.1035995483398,90,1,E,Europe/Stockholm
1281,Uppsala Airport,Uppsala,Sweden,,ESCM,59.8973007202148,17.5886001586914,68,1,E,Europe/Stockholm
1282,Ronneby Airport,Ronneby,Sweden,RNB,ESDF,56.266700744629,15.265000343323,191,1,E,Europe/Stockholm
1283,Råda Air Base,Rada,Sweden,,ESFR,58.4981002807617,13.0531997680664,230,1,E,Europe/Stockholm
1284,Gothenburg-Landvetter Airport,Gothenborg,Sweden,GOT,ESGG,57.662799835205,12.279800415039,506,1,E,Europe/Stockholm
1285,Jönköping Airport,Joenkoeping,Sweden,JKG,ESGJ,57.7575988769531,14.068699836731,741,1,E,Europe/Stockholm
1286,Falköping Airport,Falkoping,Sweden,,ESGK,58.1697998046875,13.5878000259399,785,1,E,Europe/Stockholm
1287,Lidköping-Hovby Airport,Lidkoping,Sweden,LDK,ESGL,58.4655,13.1744,200,1,E,Europe/Stockholm
1288,Gothenburg City Airport,Gothenborg,Sweden,GSE,ESGP,57.7747,11.8704,59,1,E,Europe/Stockholm
1289,Skövde Airport,Skovde,Sweden,KVB,ESGR,58.4564018249512,13.9727001190186,324,1,E,Europe/Stockholm
1290,Trollhättan-Vänersborg Airport,Trollhattan,Sweden,THN,ESGT,58.3180999755859,12.3450002670288,137,1,E,Europe/Stockholm
1291,Karlsborg Air Base,Karlsborg,Sweden,,ESIA,58.513801574707,14.5071001052856,308,1,E,Europe/Stockholm
1292,Såtenäs Air Base,Satenas,Sweden,,ESIB,58.426399230957,12.7144002914429,181,1,E,Europe/Stockholm
1293,Barkarby Airport,Stockholm,Sweden,,ESKB,59.4144743644,17.8821372986,50,1,E,Europe/Stockholm
1294,Karlskoga Airport,Karlskoga,Sweden,KSK,ESKK,59.3459014892578,14.4959001541138,400,1,E,Europe/Stockholm
1295,Mora Airport,Mora,Sweden,MXX,ESKM,60.957901,14.5114,634,1,E,Europe/Stockholm
1296,Stockholm Skavsta Airport,Stockholm,Sweden,NYO,ESKN,58.7886009216309,16.9122009277344,140,1,E,Europe/Stockholm
1297,Arvika Airport,Arvika,Sweden,,ESKV,59.6759,12.6394,237,1,E,Europe/Stockholm
1298,Emmaboda Airfield,Emmaboda,Sweden,,ESMA,56.610802,15.6048,442,1,E,Europe/Stockholm
1299,Feringe Airport,Ljungby,Sweden,,ESMG,56.9502983093,13.9216995239,538,1,E,Europe/Stockholm
1300,Kristianstad Airport,Kristianstad,Sweden,KID,ESMK,55.9216995239258,14.0854997634888,76,1,E,Europe/Stockholm
1301,Landskrona Airport,Landskrona,Sweden,,ESML,55.9459991455078,12.8699998855591,194,1,E,Europe/Stockholm
1302,Oskarshamn Airport,Oskarshamn,Sweden,OSK,ESMO,57.350498,16.497999,96,1,E,Europe/Stockholm
1303,Anderstorp Airport,Anderstorp,Sweden,,ESMP,57.2641983032227,13.5993995666504,507,1,E,Europe/Stockholm
1304,Kalmar Airport,Kalkmar,Sweden,KLR,ESMQ,56.6855010986328,16.2875995635986,17,1,E,Europe/Stockholm
1305,Malmö Sturup Airport,Malmoe,Sweden,MMX,ESMS,55.536305364,13.3761978149,236,1,E,Europe/Stockholm
1306,Halmstad Airport,Halmstad,Sweden,HAD,ESMT,56.6911010742188,12.8201999664307,101,1,E,Europe/Stockholm
1307,Hagshult Air Base,Hagshult,Sweden,,ESMV,57.292198,14.1372,556,1,E,Europe/Stockholm
1308,Växjö Kronoberg Airport,Vaxjo,Sweden,VXO,ESMX,56.9291000366211,14.7279996871948,610,1,E,Europe/Stockholm
1309,Hallviken Airport,Hallviken,Sweden,,ESNA,63.7383003234863,15.4582996368408,1119,1,E,Europe/Stockholm
1310,Hedlanda Airport,Hede,Sweden,,ESNC,62.4089012146,13.7472000122,1460,1,E,Europe/Stockholm
1311,Sveg Airport,Sveg,Sweden,EVG,ESND,62.0477981567383,14.4229001998901,1178,1,E,Europe/Stockholm
1312,Gällivare Airport,Gallivare,Sweden,GEV,ESNG,67.1324005126953,20.8145999908447,1027,1,E,Europe/Stockholm
1313,Hudiksvall Airport,Hudiksvall,Sweden,HUV,ESNH,61.7681007385,17.0806999207,95,1,E,Europe/Stockholm
1314,Jokkmokk Airport,Jokkmokk,Sweden,,ESNJ,66.4962005615234,20.1471996307373,904,1,E,Europe/Stockholm
1315,Kramfors Sollefteå Airport,Kramfors,Sweden,KRF,ESNK,63.0485992431641,17.7688999176025,34,1,E,Europe/Stockholm
1316,Lycksele Airport,Lycksele,Sweden,LYC,ESNL,64.5483016967773,18.7161998748779,705,1,E,Europe/Stockholm
1317,Optand Airport,Optand,Sweden,,ESNM,63.1286010742188,14.8028001785278,1236,1,E,Europe/Stockholm
1318,Sundsvall-Härnösand Airport,Sundsvall,Sweden,SDL,ESNN,62.5280990600586,17.4438991546631,16,1,E,Europe/Stockholm
1319,Örnsköldsvik Airport,Ornskoldsvik,Sweden,OER,ESNO,63.4082984924316,18.9899997711182,354,1,E,Europe/Stockholm
1320,Piteå Airport,Pitea,Sweden,,ESNP,65.3983001708984,21.260799407959,43,1,E,Europe/Stockholm
1321,Kiruna Airport,Kiruna,Sweden,KRN,ESNQ,67.821998596191,20.336799621582,1508,1,E,Europe/Stockholm
1322,Orsa Airport,Orsa,Sweden,,ESNR,61.189998626709,14.7125997543335,683,1,E,Europe/Stockholm
1323,Skellefteå Airport,Skelleftea,Sweden,SFT,ESNS,64.6248016357422,21.0769004821777,157,1,E,Europe/Stockholm
1324,Sättna Airport,Sattna,Sweden,,ESNT,62.4814,17.002899,886,1,E,Europe/Stockholm
1325,Umeå Airport,Umea,Sweden,UME,ESNU,63.791801452637,20.282800674438,24,1,E,Europe/Stockholm
1326,Vilhelmina Airport,Vilhelmina,Sweden,VHM,ESNV,64.5791015625,16.8335990905762,1140,1,E,Europe/Stockholm
1327,Arvidsjaur Airport,Arvidsjaur,Sweden,AJR,ESNX,65.5903015136719,19.2819004058838,1245,1,E,Europe/Stockholm
1328,Örebro Airport,Orebro,Sweden,ORB,ESOE,59.2237014770508,15.0380001068115,188,1,E,Europe/Stockholm
1329,Stockholm Västerås Airport,Vasteras,Sweden,VST,ESOW,59.5894012451172,16.6336002349854,21,1,E,Europe/Stockholm
1330,Luleå Airport,Lulea,Sweden,LLA,ESPA,65.543800354004,22.121999740601,65,1,E,Europe/Stockholm
1331,Vidsel Air Base,Vidsel,Sweden,,ESPE,65.8752975463867,20.1499004364014,597,1,E,Europe/Stockholm
1332,Arboga Airport,Arboga,Sweden,,ESQO,59.3866004943848,15.9240999221802,33,1,E,Europe/Stockholm
1333,Stockholm-Arlanda Airport,Stockholm,Sweden,ARN,ESSA,59.651901245117,17.918600082397,137,1,E,Europe/Stockholm
1334,Stockholm-Bromma Airport,Stockholm,Sweden,BMA,ESSB,59.3544006347656,17.9416999816895,47,1,E,Europe/Stockholm
1335,Borlange Airport,Borlange,Sweden,BLE,ESSD,60.4220008850098,15.5151996612549,503,1,E,Europe/Stockholm
1336,Hultsfred Airport,Hultsfred,Sweden,HLF,ESSF,57.525799,15.8233,366,1,E,Europe/Stockholm
1337,Gävle Sandviken Airport,Gavle,Sweden,GVX,ESSK,60.5932998657227,16.9514007568359,224,1,E,Europe/Stockholm
1338,Linköping City Airport,Linkoeping,Sweden,LPI,ESSL,58.4062004089,15.6805000305,172,1,E,Europe/Stockholm
1339,Norrköping Airport,Norrkoeping,Sweden,NRK,ESSP,58.5862998962402,16.2506008148193,32,1,E,Europe/Stockholm
1340,Eskilstuna Airport,Eskilstuna,Sweden,EKT,ESSU,59.3511009216309,16.7084007263184,139,1,E,Europe/Stockholm
1341,Visby Airport,Visby,Sweden,VBY,ESSV,57.662799835205,18.346200942993,164,1,E,Europe/Stockholm
1342,Kalixfors Airport,Kalixfors,Sweden,,ESUK,67.7648010253906,20.2572002410889,1549,1,E,Europe/Stockholm
1343,Åre Östersund Airport,Östersund,Sweden,OSD,ESNZ,63.194400787354,14.50030040741,1233,1,E,Europe/Stockholm
1344,Hagfors Airport,Hagfors,Sweden,HFS,ESOH,60.0200996398926,13.5789003372192,474,1,E,Europe/Stockholm
1345,Karlstad Airport,Karlstad,Sweden,KSD,ESOK,59.4446983337,13.3374004364,352,1,E,Europe/Stockholm
1346,Torsby Airport,Torsby,Sweden,TYF,ESST,60.1576004028,12.9912996292,393,1,E,Europe/Stockholm
1347,Ängelholm-Helsingborg Airport,Ängelholm,Sweden,AGH,ESTA,56.2961006164551,12.8471002578735,68,1,E,Europe/Stockholm
1348,Storuman Airport,Mohed,Sweden,SQO,ESUD,64.9608993530273,17.6965999603272,915,1,E,Europe/Stockholm
1349,Hemavan Airport,Hemavan,Sweden,HMV,ESUT,65.8060989379883,15.082799911499,1503,1,E,Europe/Stockholm
1350,Pajala Airport,Pajala,Sweden,PJA,ESUP,67.2455978393555,23.0688991546631,542,1,E,Europe/Stockholm
1351,Skå-Edeby Airport,Essen,Germany,,ESSE,59.345100402832,17.74049949646,0,1,E,Europe/Stockholm
1352,Färila Air Base,Farila,Sweden,,ESNF,61.897998809814,15.705300331116,0,1,E,Europe/Stockholm
1353,Söderhamn Airport,Soderhamn,Sweden,SOO,ESNY,61.2615013122559,17.099100112915,88,1,E,Europe/Stockholm
1354,Vängsö Airport,Vangso,Sweden,,ESSZ,59.1011009216309,17.2110996246338,0,1,E,Europe/Stockholm
1355,Ämari Air Base,Armari Air Force Base,Estonia,,EEEI,59.2602996826172,24.2084999084473,65,2,E,Europe/Tallinn
1356,Kärdla Airport,Kardla,Estonia,KDL,EEKA,58.9907989501953,22.8306999206543,18,2,E,Europe/Tallinn
1357,Kuressaare Airport,Kuressaare,Estonia,URE,EEKE,58.2299003601074,22.50950050354,14,2,E,Europe/Tallinn
1358,Pärnu Airport,Parnu,Estonia,EPU,EEPU,58.4189987182617,24.4727993011475,47,2,E,Europe/Tallinn
1359,Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,TLL,EETN,59.4132995605,24.8327999115,131,2,E,Europe/Tallinn
1360,Tartu Airport,Tartu,Estonia,TAY,EETU,58.3074989319,26.6903991699,219,2,E,Europe/Tallinn
1361,Kihnu Airfield,Kihnu,Estonia,,EEKU,58.1483001708984,24.0025005340576,10,2,U,Europe/Tallinn
1362,Ruhnu Airfield,Ruhnu,Estonia,,EERU,57.7839012145996,23.2660999298096,10,2,U,Europe/Tallinn
1363,Tallinn Linnahall Heliport,Tallinn,Estonia,,EECL,59.4486198425293,24.7532272338867,23,2,E,Europe/Tallinn
1364,Tirana International Airport Mother Teresa,Tirana,Albania,TIA,LATI,41.4146995544,19.7206001282,126,1,E,Europe/Tirane
1365,Balzers Heliport,Balzers,Switzerland,,LSXB,47.0681,9.48111,1585,1,E,Europe/Vaduz
1366,Wiener Neustadt East Airport,Wiener Neustadt Ost,Austria,,LOAN,47.8432998657227,16.2600994110107,896,1,E,Europe/Vienna
1367,Wels Airport,Wels,Austria,,LOLW,48.1833000183106,14.0409002304077,1043,1,E,Europe/Vienna
1368,Graz Airport,Graz,Austria,GRZ,LOWG,46.9911003112793,15.4395999908447,1115,1,E,Europe/Vienna
1369,Innsbruck Airport,Innsbruck,Austria,INN,LOWI,47.260201,11.344,1907,1,E,Europe/Vienna
1370,Linz Hörsching Airport,Linz,Austria,LNZ,LOWL,48.2332,14.1875,980,1,E,Europe/Vienna
1371,Salzburg Airport,Salzburg,Austria,SZG,LOWS,47.7933006287,13.0043001175,1411,1,E,Europe/Vienna
1372,Vienna International Airport,Vienna,Austria,VIE,LOWW,48.110298156738,16.569700241089,600,1,E,Europe/Vienna
1373,Hinterstoisser Air Base,Zeltweg,Austria,,LOXZ,47.202801,14.7442,2264,1,E,Europe/Vienna
1374,Klagenfurt Airport,Klagenfurt,Austria,KLU,LOWK,46.642502,14.3377,1472,1,E,Europe/Vienna
1375,Niederoeblarn Airport,Niederoeblarn,Austria,,LOGO,47.478298,14.0083,2142,1,E,Europe/Vienna
1376,Vöslau Airport,Bad Voeslau,Austria,,LOAV,47.9650001525879,16.2600002288818,765,1,E,Europe/Vienna
1377,Hohenems-Dornbirn Airport,Hohenems,Austria,HOH,LOIH,47.3849983215,9.69999980927,1352,1,E,Europe/Vienna
1378,Krems Airport,Krems,Austria,,LOAG,48.446389,15.634167,1017,1,E,Europe/Vienna
1379,Zell Am See Airport,Zell am See,Austria,,LOWZ,47.292222,12.7875,2470,1,E,Europe/Vienna
1380,Brumowski  Air Base,Tulln,Austria,,LOXT,48.3167,16.116699,574,1,U,Europe/Vienna
